ID,Permalink,Title,Content,"Image Featured",Date,Duur,Kosten,Datum,Plaats,"Externe URL"
154255,https://dutchdigitalagencies.com/event/zelfsturing/,"Hoe embed je structurele empowerment?","<!-- wp:paragraph -->
<p>De sessie over zelfsturing en zelforganisatie in multidisciplinaire teams zal plaatsvinden op dinsdag 8 feb 13:00-14:00. Echte verandering komt vanuit de hele organisatie en doe je met z'n allen.<br>Hermen Heinen (Enrise), Philip Lomans (Netvlies) en Hessel Appers (Synetic) zullen hun kennis en ervaring delen over hoe je structurele empowerment in je organisatie implementeert. <br>Tevens biedt de sessie veel ruimte voor interactie. </p>
<!-- /wp:paragraph -->

<!-- wp:heading {""className"":""h2""} -->
<h2 class=""h2"">Wil je bij deze webinar zijn?</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Geef je op via info@dutchdigitalagencies.com. Of vul het formulier hieronder in.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>Deze sessie is alleen voor leden van DDA. </em><br><br>Doelgroep: Alle geïnteresseerden zijn welkom. De presentaties zijn gericht op teamleads, oprichters, dga's en vergelijkbare rollen binnen digitale bureaus. </p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2021/08/DDA-webinar-thuiswerken-arbeidsrechts.jpg,"2022-01-12 11:06:39",1,,08/02/2022,Online,
154303,https://dutchdigitalagencies.com/event/hoe-bouw-je-een-sterke-cultuur/,"Hoe bouw je een sterke cultuur?","<!-- wp:paragraph -->
<p>Een sterke cultuur is waar creative bureaus op drijven. Het bewust vormgeven en uitbouwen van een sterke cultuur gaat verder dan een goede vrijdagmiddagborrel of een ping-pong tafel (als dat überhaupt al kan…). </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Cultuur is de som van het dagelijkse gedrag van al je teamleden. Het definiëren en versterken van de culturele waarden die het team verbinden doe je dus ook met z'n allen. Door samen te bepalen waar jou cultuur om gaat. En door die waarden samen ook echt toe te passen in het dagelijkse gedrag.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Maar hoe? Wat kunnen we leren van de sterkste bedrijfsculturen die we kennen, zoals die van Spotify, Pixar en Patagonia? </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Elke cultuur is uniek. Maar hoe je een cultuur definieert EN daadwerkelijk tot leven wekt in de praktijk, daar zijn heldere patronen in te herkennen.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In deze inspiratie sessie neemt Bart ter Steege (Partner Jungle Minds | oprichter SUMM) ons mee door de waarde van cultuur voor je business en hoe er als leadership consequent en inclusief aan te werken met je hele team.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Daarnaast is er ruimte om vragen te stellen via de Q&amp;A. <br></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Heb je vooraf specifieke vragen over dit onderwerp? Stuur je vragen uiterlijk 7 februari naar <a>info@dutchdigitalagencies.com</a>, dan verwerken we die in de presentatie van Bart.</p>
<!-- /wp:paragraph -->

<!-- wp:heading -->
<h2>Wil je bij deze webinar zijn?</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Geef je op via info@dutchdigitalagencies.com. Of vul het formulier hieronder in.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>Deze sessie is alleen voor leden van DDA.</em><br></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2021/07/headway-5QgIuuBxKwM-unsplash-scaled.jpg,"2022-01-19 09:13:24",1,,17/02/2022,Online,
154528,https://dutchdigitalagencies.com/event/webinar-digitale-toegankelijkheid-verankerd-in-de-organisatie/,"Webinar Digitale toegankelijkheid verankerd in de organisatie","<!-- wp:paragraph -->
<p><em>Stichting Accessibility en Dutch Digital Agencies (DDA) organiseren samen een webinar voor DDA-leden en hun klanten.</em><br><br>Digitale toegankelijkheid is belangrijk, én verplicht voor alle overheidsinstanties. In 2025 worden de Europese richtlijnen op het gebied van digitale toegankelijkheid ook verplicht voor commerciële organisaties. Die tijd zullen veel organisaties en hun digitale bureaus hard nodig hebben om zich te verdiepen in de standaard. </p>
<!-- /wp:paragraph -->

<!-- wp:heading {""fontSize"":""wpdc-small""} -->
<h2 class=""has-wpdc-small-font-size"">Toegankelijkheid in alle fasen van de productlifecycle</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Als organisatie of bedrijf wil je zoveel mogelijk klanten bereiken. En je wilt er zijn voor al je klanten. Dus je maakt werk van de digitale toegankelijkheid van je producten. Zodat ook mensen met een beperking daar gebruik van kunnen maken. Maar hoe zorg je ervoor dat jouw organisatie dat structureel voor elkaar krijgt? Dat je rekening houdt met toegankelijkheid in alle fasen van de <em>productlifecycle</em>? Dat is best een uitdaging, met digitale producten die constant in ontwikkeling zijn en verschillende disciplines die daar een bijdrage aan leveren: bijvoorbeeld ontwerpers, ontwikkelaars, redacteuren.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In dit webinar vertellen <a href=""https://www.linkedin.com/in/ericvelleman/"" target=""_blank"" rel=""noreferrer noopener"">Eric Velleman</a> en <a href=""https://www.linkedin.com/in/roelandsorber/"" target=""_blank"" rel=""noreferrer noopener"">Roeland Sorber</a> van stichting Accessibility over het Groeimodel Digitale Toegankelijkheid. Met behulp van dit instrument is het mogelijk om in kaart te brengen in welke mate digitale toegankelijkheid is geregeld in de organisatie; en welke stappen er nog gemaakt kunnen worden.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Eric Velleman is sinds 2021 de eerste lector Digitale toegankelijkheid in Nederland, verbonden aan de Hogeschool Arnhem Nijmegen (HAN). Hij promoveerde in 2018 op het onderwerp digitale toegankelijkheid bij gemeenten en is wetenschappelijk adviseur bij stichting Accessibility.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Roeland Sorber is business consultant bij stichting Accessibility. Hij ondersteunt organisaties en bedrijven bij het regelen van toegankelijkheid in de organisatie.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Stichting Accessibility, onderdeel van Bartiméus, zet zich in voor een digitaal, fysiek en sociaal toegankelijke samenleving.</p>
<!-- /wp:paragraph -->

<!-- wp:heading {""fontSize"":""wpdc-small""} -->
<h2 class=""has-wpdc-small-font-size""><br>Voor deze sessie nodigen we alle DDA-leden en hun klanten uit.</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Meld je aan <a href=""https://forms.gle/PqfYv27S5cq1BtoD9"" target=""_blank"" rel=""noreferrer noopener"">via dit formulier</a>. Een paar dagen voor de webinar sturen we je de link. <br><br>Dit event is Powered by <a href=""https://www.clicknl.nl/"" target=""_blank"" rel=""noreferrer noopener"">CLICKNL</a></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/02/DDA-image-1.jpg,"2022-02-10 08:02:41",1,,10/03/2022,Online,
154814,https://dutchdigitalagencies.com/event/de-impact-van-uren-schrijven-op-de-winstgevendheid-van-je-bureau/,"De impact van uren schrijven op de winstgevendheid van je bureau","<!-- wp:paragraph -->
<p><strong>Bureaus hebben vaak een haat-liefde verhouding met uren schrijven. Binnen het bedrijf wordt het vaak als een ‘last’ ervaren, terwijl jij als bureaudirecteur van een urenfabriek juist precies wilt zien hoeveel tijd er in ieder project gaat zitten. Waar loop jij als bureau op leeg en met welk project heb je de hoogste marge? Wat levert het je nou eigenlijk op, inzicht in je uren? Op 22 maart is Olivier Zeestraten te gast bij de webinar ‘De impact van uren schrijven op de winstgevendheid van je bedrijf’.</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Hoe motiveer je je collega’s zodat uren schrijven makkelijker gaat? Wat is de impact van uren schrijven op je cijfers? Aan de hand van een (anonieme) case geeft Olivier praktische tips. Aan welke knoppen kun je draaien om je winstgevendheid te verhogen?&nbsp;Daarnaast is er ruimte om vragen te stellen via de Q&amp;A.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Heb je vooraf specifieke vragen over dit onderwerp?&nbsp;Stuur je vragen uiterlijk 15 maart naar&nbsp;info@dutchdigitalagencies.com, dan verwerken we die in de presentatie.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Over Olivier Zeestraten</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Olivier helpt agency-ondernemers grip te krijgen op de groei van hun bedrijf. En dan vooral op de businesskant, de cijferkant. Met meer winstgevendheid en groei als resultaat. Dit doet hij als als coach, trainer en spreker. En ook met zijn ‘High Performance Agency #Mastermind’, een hands-on ‘grip op cijfers’-programma exclusief voor agency-ondernemers die willen groeien.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Wil je bij deze webinar zijn?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Geef je op via info@dutchdigitalagencies.com. Of vul het formulier hieronder in.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>Deze sessie is alleen voor leden van DDA en met name interessant voor bureau eigenaren en MT leden.</em></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/02/Fotografie-Masterclass-Olivier-2000px-28.jpg,"2022-02-28 15:36:44",1,,22/03/2022,Online,
154817,https://dutchdigitalagencies.com/event/ledenvergadering-2/,"DDA Ledenvergadering","<!-- wp:paragraph -->
<p>Op donderdag 7 april is de eerste ledenvergadering van 2022. Na 2 jaar online, kunnen we eindelijk weer een fysieke ledenvergadering organiseren. Deze zal plaatsvinden bij StrandZuid Amsterdam (Rai). <br>Tijdens deze ledenvergadering zullen we de benoeming van Mark Landman, als  de opvolger van DDA-voorzitter Ivo Roefs aan de leden voorstellen. Daarnaast zullen we Pieter Aarts als nieuw bestuurslid introduceren. Daarnaast geven de bestuursleden een update over hun portefeuille en hebben we Tessa Cramer, lector Designing the Future, te gast. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Programma DDA ledenvergadering 7 april</strong><br>15.30 - 16.00 inloop<br>16.00 - 17.30 uur: Ledenvergadering<br>17.30 - 18.00 uur: <a href=""https://thenextspeaker.com/experts/tessa-cramer/"" target=""_blank"" rel=""noreferrer noopener"">Tessa Cramer</a><br>18.00 - 20.00 uur: borrel en diner</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Voor deze ledenvergadering zijn directeuren en grootaandeelhouders van DDA-leden uitgenodigd. Uitnodiging gemist? Wil je erbij zijn? Mail dan naar info@dutchdigitalagencies.com. </p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/02/RMY02154-scaled-1.jpg,"2022-02-28 11:48:37",4,,07/04/2022,"StrandZuid, Europaplein 22 1078 GZ Amsterdam",
154887,https://dutchdigitalagencies.com/event/webinar-hoe-activeer-je-verborgen-talent-voor-je-it-functies/,"Webinar: Hoe activeer je verborgen talent voor je IT-functies?","<!-- wp:paragraph -->
<p><em>IT-talent is schaars. Waar vind je eigenlijk die mensen die zich willen omscholen? Is zo’n pas omgeschoolde IT-er wel wat ik zoek? Hoe kan je daar een efficiëntie onboarding voor doen? Ze hebben immers nog maar weinig ervaring…</em></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><a href=""https://techgrounds.nl/"" target=""_blank"" rel=""noreferrer noopener"">TechGrounds</a> is al 2,5 jaar bezig met het omscholen van verborgen talent voor de IT-arbeidsmarkt. De IT opleider biedt trainingen aan op het gebied van onder andere Web Development, TechSupport en Cloud Engineering aan verborgen talent. Al ruim 75 werkgevers hebben één of meerdere Techgrounders in dienst: zoals MediaMonks, Coolblue, Rabobank, Accenture, KPN, Nextview, Sentia, Squerist, Deloitte, HEMA, PostNL, AMS-IX, XS4ALL, Gemeente Amsterdam en Randstad IT.<br><em>Deze nieuwe talentpool biedt ook kansen voor DDA-leden!</em></p>
<!-- /wp:paragraph -->

<!-- wp:heading {""fontSize"":""wpdc-small""} -->
<h2 class=""has-wpdc-small-font-size"">Webinar met praktijkcases van MediaMonks over de instroom van junior IT talent</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>In mei start TechGrounds met een nieuwe klas developers (soort stoomcursus van 4 maanden). We organiseren deze webinar om DDA-leden de kans te geven om zich aan te melden voor het talent dat 4 maanden later uitstroomt. <br><br>Tijdens deze sessie zal TechGrounds meer vertellen over de studenten, de opleiding en de investering. MediaMonks zal tijdens deze webinar best practices delen over het scouten van junior IT talent en de onboarding. <br>In het kort:</p>
<!-- /wp:paragraph -->

<!-- wp:list {""ordered"":true} -->
<ol><li>Waarom moet je investeren in junior IT-talent via TechGrounds?</li><li>Hoe kan je deze talenten goed onboarden binnen jouw organisatie (waar iedereen het natuurlijk heel druk heeft). Wat vraagt deze onboarding van je senior medewerkers?</li><li>En waarom blijft deze doelgroep langer bij hun werkgever werken, en dus je investering zeker waard is! </li></ol>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p>Meld je aan via het formulier hieronder voor deze webinar op donderdag 31 maart!<br><br><em>Deze sessie is alleen voor leden van DDA en met name interessant voor HR-professionals, recruiters, IT-teamleiders die betrokken zijn bij werven en selecteren van it-talent.</em></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/03/TG-groep.jpg,"2022-03-04 09:09:27",1,,31/03/2022,Online,
155003,https://dutchdigitalagencies.com/en/event/dutch-digital-day-3/,"Dutch Digital Day","<!-- wp:paragraph -->
<p>Na 2 jaar in de metaverse is het eindelijk weer tijd voor een fysieke editie van Dutch Digital Day. Op 1 juli 2022 is het time to shine!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Deze 8e editie wil je niet missen. Een event voor onze industrie, met sprekers uit binnen en buitenland die jou een enorme dosis inspiratie bieden. Een dag speciaal voor jullie. De bedenkers en bouwers, uitvinders en makers. De vraag is niet OF jullie er bij zijn, maar met hoeveel? Zorg dat je je <a href=""https://dutchdigitalday.com/"">tickets</a> alvast hebt!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Thema</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Dutch Digital Agencies bestaat dit jaar 20 jaar! We nemen je mee op reis door generaties. Drie generaties van web - generaties van digitale pioniers die de industrie hebben veranderd - tot aan de uitdagingen die we nu tegenkomen: wat is onze legacy? Wat laten we achter voor de toekomstige generaties? </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Praktisch</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Vrijdag 1 juli 2022<br>13:00 - 21:00<br>LIEF Amsterdam<br>Dutch Digital Day is een Engelstalig event.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Tickets: <a href=""https://dutchdigitalday.com/"" target=""_blank"" rel=""noreferrer noopener"">https://dutchdigitalday.com</a></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Programma</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>De eerste sprekers zullen binnenkort hier worden aangekondigd, stay tuned!</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Bekijk de aftermovie en presentaties van eerdere edities van Dutch Digital Day <a href=""https://dutchdigitalagencies.com/dutch-digital-day-presentations/"" target=""_blank"" rel=""noreferrer noopener"">https://dutchdigitalagencies.com/dutch-digital-day-presentations/</a></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Dutch Digital Day is powered by <a href=""https://www.ictrecht.nl/nl/"">ICTRecht</a></p>
<!-- /wp:paragraph -->",,"2022-03-18 11:32:06",,"vanaf 18,90",01/07/2022,"LIEF Amsterdam",
155163,https://dutchdigitalagencies.com/event/dutch-digital-day-3/,"Dutch Digital Day","<!-- wp:paragraph -->
<p><em>Elk jaar tijdens Dutch Digital Day komt de digitale industrie samen voor een injectie van next-level inspiratie.</em></p>
<!-- /wp:paragraph -->

<!-- wp:heading {""fontSize"":""wpdc-small""} -->
<h2 class=""has-wpdc-small-font-size"">Wat is DDD?</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Elk jaar organiseert Dutch Digital Agencies (DDA), de brancheorganisatie voor de digitale industrie <a href=""https://dutchdigitalday.com/"">Dutch Digital Day</a> (DDD). Hét event voor de hele branche van digitale bureaus met inspirerende sprekers uit binnen- en buitenland bij <a href=""https://liefamsterdam.nl/"">Lief</a>, een vette locatie in Amsterdam (bij Sloterdijk). <br></p>
<!-- /wp:paragraph -->

<!-- wp:heading {""fontSize"":""wpdc-small""} -->
<h2 class=""has-wpdc-small-font-size"">Thema 2022: 20 jaar digital generations</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>DDA is opgericht in 2002 en bestaat dus 20 jaar en dat gaan we vieren! Dit jaar nemen we je graag mee op een reis van generaties. Hoe het het begon allemaal met Tim Berners Lee, hoe het uitgroeide tot een echte industrie vol met mogelijkheden tot nu toe. Wat gaat de toekomst ons brengen?</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Dutch Digital Day is een <em>Engelstalig </em>event.</p>
<!-- /wp:paragraph -->

<!-- wp:heading {""fontSize"":""wpdc-small""} -->
<h2 class=""has-wpdc-small-font-size"">Talent</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>DDD is een dag waar we onze branche met trots aan aanstormend talent laten zien! Dit is de kans voor CMD, HBO-i en MBO (grafisch, ICT, media) studenten om digital agencies te ontmoeten. We organiseren daarom in de ochtend een programma speciaal voor talent. En het wordt tof! Lees <a href=""https://dutchdigitalagencies.com/ddd-talentprogramma/"" target=""_blank"" rel=""noreferrer noopener"">hier</a> meer over het programma. Opgeven kan via dit&nbsp;<a href=""https://forms.gle/wK6UshkfrkYu9s8F6"" target=""_blank"" rel=""noreferrer noopener"">formulier</a>.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Wil je als bureau het talent event bijwonen? Kijk <a href=""https://dutchdigitalagencies.com/friends-of-ddd/"" target=""_blank"" rel=""noreferrer noopener"">hier voor meer informatie</a>.</p>
<!-- /wp:paragraph -->

<!-- wp:heading {""fontSize"":""wpdc-small""} -->
<h2 class=""has-wpdc-small-font-size"">Tickets</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>De tickets voor Dutch Digital Day zijn uitverkocht!  </p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/07/RemyOnline-492-scaled.jpg,"2022-04-11 11:04:57",7,,01/07/2022,"Lief, Amsterdam",
155536,https://dutchdigitalagencies.com/event/webinar-toegankelijke-ux-inclusive-design/,"Webinar toegankelijke UX / inclusive design","<!-- wp:paragraph -->
<p>Nederland telt twee miljoen mensen met een beperking. Lang niet alle websites en apps zijn voor hen toegankelijk. Voor overheidsinstanties is digitale toegankelijkheid al een verplichting, maar bedrijven hebben nog tot 2025 de tijd om aan Europese richtlijnen voldoen. Hoe zorg je er als organisatie voor dat je online diensten voor iedereen bruikbaar en begrijpelijk zijn?</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em><strong>Op dinsdag 7 juni 13.00 - 14.00&nbsp;</strong>organiseren stichting Accessibility en DDA samen de webinar Toegankelijke UX/ Inclusive design.</em></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><em>Tevens zal DDA-lid GRRR met de case van het Stedelijk Museum laten zien hoe toegankelijkheid goed samen gaat met bold design.</em><br><br>Inclusive design: hoe bereik je dat?<br>Hoe zorg je ervoor dat iedereen gebruik kan maken van websites en apps? Dus ook mensen met bijvoorbeeld een visuele of motorische beperking? De sleutel hiervoor ligt bij inclusive design: ontwerpen voor iedereen. Hoe bereik je dat? Natuurlijk door rekening te houden met toegankelijkheidsnormen. Maar ook door gebruikers (met beperkingen) te betrekken bij het ontwerpproces. Stichting Accessiblity voert regelmatig gebruikersonderzoek uit op websites of apps, waaraan gebruikers met beperkingen deelnemen. <br>In dit webinar vertellen we wat je kunt doen om te komen tot een inclusief ontwerp; het testen van het ontwerp door het uitvoeren van gebruikersonderzoek met mensen met beperkingen, we laten zien hoe je een gebruikersonderzoek inricht, wie je daarbij betrekt en op welk moment in het ontwikkelproces. Ook laten we aan de hand van een praktijkcase zien wat het oplevert. </p>
<!-- /wp:paragraph -->

<!-- wp:heading {""fontSize"":""wpdc-small""} -->
<h2 class=""has-wpdc-small-font-size"">Doelgroep </h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Deze webinar is bedoeld voor iedereen die bij het ontwerpproces betrokken is, zoals designers en researchers. </p>
<!-- /wp:paragraph -->

<!-- wp:heading {""fontSize"":""wpdc-small""} -->
<h2 class=""has-wpdc-small-font-size"">Wil je bij deze webinar zijn?</h2>
<!-- /wp:heading -->

<!-- wp:paragraph -->
<p>Geef je op via info@dutchdigitalagencies.com. Of vul het formulier hieronder in.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><br><em>Deze sessie is alleen voor leden van DDA.</em></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/03/DDA-image-2.jpg,"2022-05-09 08:47:25",1,,07/06/2022,Online,
156496,https://dutchdigitalagencies.com/event/kennissessie-onbeperkt-vakantiedagen/,"Kennissessie Onbeperkt Vakantiedagen","<!-- wp:paragraph -->
<p>We zien het steeds vaker: organisaties die traditionele arbeidsvoorwaarden in een nieuw jasje steken om zich zo te onderscheiden. Zo ook de vakantiedagen: veel organisaties laten het maximum aantal los en bieden onbeperkt vakantiedagen aan hun medewerkers.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Maar waar moet je dan op letten? Hoe zorg je dat medewerkers niet te veel, maar ook niet te weinig vakantie opnemen? En hoe ga je hier mee om in een uren-organisatie? Tijdens onze digitale kennissessie <strong>op 30 augustus 2022 om 14:00</strong> gaan we hier dieper op in. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Tim Klein Robbenaar van Nerds &amp; Company en Peter Zijlstra van FX Agency leggen uit hoe het voor hun bureaus werkt en wat het hen heeft opgeleverd. Daarnaast sluit arbeidsrechtadvocaat Charlotte Koopman van De Koning Vergouwen Advocaten ook aan, om de juridische kant van het verhaal nader te belichten.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Uiteraard is er tijdens de kennissessie ruimte om vragen te stellen via de Q&amp;A.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Heb je vooraf specifieke vragen over dit onderwerp?&nbsp;</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Stuur je vragen uiterlijk 21 augustus naar info@dutchdigitalagencies.com, dan verwerken we die in de presentatie.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><strong>Praktisch</strong></p>
<!-- /wp:paragraph -->

<!-- wp:list -->
<ul><li>Datum: 30 augustus</li><li>Tijd: 14.00 - 15.00 uur</li><li>Vorm: webinar</li></ul>
<!-- /wp:list -->

<!-- wp:paragraph -->
<p><strong>Wil je bij deze kennissessie zijn?</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Geef je op via info@dutchdigitalagencies.com. Of vul het formulier hieronder in.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><br><em>Deze sessie is alleen voor leden van DDA.</em></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/08/iStock-1154378762.jpeg,"2022-08-01 09:02:42",1,,30/08/2022,Online,
156618,https://dutchdigitalagencies.com/event/dda-20-jaar-zeiluitje/,"Zeiluitje DDA 20 jaar","<!-- wp:paragraph -->
<p>Dat DDA 20 jaar bestaat kunnen we niet onopgemerkt voorbij laten gaan. Om dit te vieren nodigt het bestuur graag uit voor een dag zeilen op een comfortabele clipper. </p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Programma: lunch, borrel en diner zijn inbegrepen</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>&nbsp;In verband met het beperkte aantal plekken is dit evenement alleen voor directie.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p></p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/08/DDA-20-jaar-Feestje.jpg,"2022-08-25 11:24:07","tot 21 uur",none,02/09/2022,"Haven Muiden",
156631,https://dutchdigitalagencies.com/event/overhandiging-sociale-digitale-standaard/,"Overhandiging Sociale Digitale Standaard","<!-- wp:paragraph -->
<p><strong>Zoals jullie weten maakt DDA zich onder stichting Digitaal Burgerschap Nederland (DBN) al een aantal jaar sterk in een lobby richting de overheid. De afgelopen jaren is via diverse initiatieven toegewerkt naar een Sociale Digitale Standaard (SDS), een handreiking met normen en aanbevelingen voor het bouwen en toepassen van concrete websites en applicaties. Zoals aangegeven in de laatste ledenvergadering is deze SDS klaar om gebruikt te gaan worden.</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><br><strong>Het is eindelijk zo ver; we kunnen de SDS overhandigen aan Alexandra van Huffelen, staatssecretaris van Koninkrijksrelaties en Digitalisering. Een belangrijke stap en een mooie kans om verdere voet aan de grond te krijgen binnen de overheid.</strong></p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><br><strong>Waarom?</strong><br>Even een stap terug: waarom is deze portefeuille binnen DDA zo belangrijk? De frustratie rondom digitaal en overheid is groot. De overheid benaderd digitaal vaak vanuit een negatieve hoek (cyber security, data lekken, …) en benut niet alle kansen die digitaal te bieden heeft. De overheid focust zich op start-ups of bij inkoop juist op grote corporates. De gevestigde digitale industrie wordt te vaak over het hoofd gezien. Zelfstandig lobbyen is lastig, vanuit een branche organisatie kunnen we meer invloed uitoefenen.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><br><strong>Een mijlpaal</strong><br>Dat we nu directe contacten hebben met de staatssecretaris én dat zij de SDS in ontvangst wil nemen is een mijlpaal, waar mijn voorgangers hard voor gewerkt hebben. Tegelijkertijd is dit nog maar de start. Er valt nog veel te behalen. Daarom extra belangrijk dat we als branche tijdens de overhandiging in grote getallen aanwezig zijn.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><br><strong>Datum en locatie</strong><br>Het gastcollege zal plaatsvinden op maandag 12 september 2022 op de Campus Den Haag van de Universiteit Leiden:<br>Turfmarkt 99<br>2511 DP Den Haag<br><br>Het programma start om 11:15 en duurt tot ongeveer 12:30. De details worden binnenkort gedeeld. Het gastcollege zal tevens online te volgen zijn middels een livestream.&nbsp;</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><br><strong>Voor wie?</strong><br>Dit gastcollege is interessant voor iedereen; DDA leden, degenen die voor overheden werken en degenen die dit graag zouden willen. Daarnaast mag je ook zeker jouw (semi) overheidsklanten meenemen.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p><br><strong>Aanmelden</strong><br>Wil je er bij zijn? Meld je dan aan via&nbsp;<a href=""https://forms.gle/QeZY5UryS4SEPgv77"">deze link</a>. Hier kun je aangeven of je er live bij bent of middels livestream meekijkt.</p>
<!-- /wp:paragraph -->",https://dutchdigitalagencies.com/wp-content/uploads/2022/08/alexandra-van-huffelen-2-1024x683-1.jpeg,"2022-08-30 16:46:27","1,5",0,12/09/2022,"Den Haag",
